#####################################################################
# Alchemist log file - simulation started at: 2020-02-28T04:40+0000 #
#####################################################################
# seed = 53.0, reactivity = 1.5, speed = 5
#
# The columns have the following meaning: 
# time classicrc[Mean] classicrc[StandardDeviation] reactiverc[Mean] reactiverc[StandardDeviation] errorclassic[Mean] errorclassic[StandardDeviation] errorreactive[Mean] errorreactive[StandardDeviation] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN 
1.0000049131815296 1.0 0.0 1.0 0.0 NaN NaN NaN NaN 
2.0000049131815296 2.0 0.0 1.8757026858213617 0.3300235166606062 NaN NaN NaN NaN 
3.0000049131815327 3.0 0.0 2.016239850093691 0.5440460480841498 NaN NaN NaN NaN 
4.000004913181535 4.0 0.0 2.387257963772644 0.9453504847611224 NaN NaN NaN NaN 
5.000004913181532 5.0 0.0 3.089319175515305 1.4239529833138236 NaN NaN NaN NaN 
6.000004913181528 6.0 0.0 4.001249219237976 1.777286819417722 NaN NaN NaN NaN 
7.000004913181525 7.0 0.0 5.116177389131793 2.0332226583710544 NaN NaN NaN NaN 
8.000004913181522 8.0 0.0 6.275452841973771 2.079592101935132 NaN NaN NaN NaN 
9.000004913181519 9.0 0.0 7.455340412242365 2.172132713411424 NaN NaN 0.43135866728247785 0.34821874996128777 
10.000004913181515 10.0 0.0 8.532167395377893 2.371259340932854 NaN NaN 0.39164760685334143 0.2929031939007189 
11.000004913181511 11.0 0.0 9.603372891942529 2.7364600520544218 0.5120160217748897 0.4649309177589106 0.3738128122698158 0.2726680182663709 
12.000004913181508 12.0 0.0 10.587133041848872 3.1624846778939055 0.4592626128479281 0.3852260580013497 0.36563941872347017 0.2653831922489077 
13.000004913181504 13.0 0.0 11.585259212991925 3.663895819123617 0.42790715603480756 0.33965399475893987 0.3615551144455136 0.2617923298124227 
14.0000049131815 14.0 0.0 12.534665833853843 4.106574457974468 0.41013237705687033 0.318125951324521 0.35853228714633395 0.26105759816691804 
15.000004913181497 15.0 0.0 13.524672079950014 4.577750228881692 0.3999905424963483 0.30963677774014386 0.35592825001074824 0.2597281421792556 
16.000004913181495 16.0 0.0 14.490943160524653 4.955812160725287 0.39461829474940396 0.3059270265423448 0.353318887711144 0.2579518656669456 
17.000004913181492 17.0 0.0 15.497813866333502 5.400014024781095 0.39140684932859493 0.30340798566814176 0.35077088065669265 0.25551493735608277 
